Order Date,Sales,Profit,Quantity,Discount,Year,Month,Quarter,Day,DayOfWeek,DayOfYear,WeekOfYear,lag_1,lag_7,roll_mean_7
2019-10-31,1593.126,121.43610000000001,62,0.06875,2019,10,4,31,3,304,44,77.86,223.808,260.832
2019-11-01,1235.332,150.406,65,0.17647058823529413,2019,11,4,1,4,305,44,1593.126,56.489999999999995,456.4488571428571
2019-11-02,786.486,154.5922,33,0.18888888888888888,2019,11,4,2,5,306,44,1235.332,103.882,624.8548571428572
2019-11-03,1055.167,-28.4687,42,0.17500000000000002,2019,11,4,3,6,307,44,786.486,447.88,722.3697142857143
2019-11-04,1461.6960000000001,445.312,37,0.09166666666666667,2019,11,4,4,0,308,45,1055.167,22.32,809.125
2019-11-05,614.468,32.8968,25,0.1857142857142857,2019,11,4,5,1,309,45,1461.6960000000001,893.5840000000001,1014.7501428571429
2019-11-06,43.68,20.9664,6,0.0,2019,11,4,6,2,310,45,614.468,77.86,974.8764285714286
2019-11-07,765.998,155.4863,53,0.2,2019,11,4,7,3,311,45,43.68,1593.126,969.9935714285715
2019-11-08,333.576,25.0182,3,0.2,2019,11,4,8,4,312,45,765.998,1235.332,851.8324285714286
2019-11-09,870.126,134.6926,32,0.024999999999999998,2019,11,4,9,5,313,45,333.576,786.486,723.0101428571428
2019-11-10,301.67,103.0685,35,0.0,2019,11,4,10,6,314,45,870.126,1055.167,734.9587142857143
2019-11-11,1458.358,373.0464,56,0.16666666666666666,2019,11,4,11,0,315,46,301.67,1461.6960000000001,627.3162857142858
2019-11-12,425.6972,48.180800000000005,32,0.23199999999999998,2019,11,4,12,1,316,46,1458.358,614.468,626.8394285714286
2019-11-14,201.79999999999998,75.6864,30,0.042857142857142864,2019,11,4,14,3,318,46,425.6972,43.68,599.8721714285714
2019-11-15,403.696,49.2374,17,0.10000000000000002,2019,11,4,15,4,319,46,201.79999999999998,765.998,622.4607428571428
2019-11-16,1355.9285,137.5582,36,0.065,2019,11,4,16,5,320,46,403.696,333.576,570.7033142857143
2019-11-17,1057.4479999999999,227.09560000000002,26,0.05,2019,11,4,17,6,321,46,1355.9285,870.126,716.7536714285715
2019-11-18,2136.6910000000003,-334.4559,66,0.37777777777777777,2019,11,4,18,0,322,47,1057.4479999999999,301.67,743.5139571428572
2019-11-19,1147.4360000000001,384.0375,34,0.04,2019,11,4,19,1,323,47,2136.6910000000003,1458.358,1005.6598142857143
2019-11-20,73.62,34.3476,10,0.06666666666666667,2019,11,4,20,2,324,47,1147.4360000000001,425.6972,961.2423857142858
2019-11-21,620.5219999999999,76.2019,18,0.05,2019,11,4,21,3,325,47,73.62,201.79999999999998,910.945642857143
2019-11-22,428.178,171.59050000000002,27,0.2285714285714286,2019,11,4,22,4,326,47,620.5219999999999,403.696,970.7630714285715
2019-11-23,759.36,-37.29739999999998,31,0.24545454545454548,2019,11,4,23,5,327,47,428.178,1355.9285,974.2605000000001
2019-11-24,1769.002,406.0277,58,0.1,2019,11,4,24,6,328,47,759.36,1057.4479999999999,889.0364285714286
2019-11-25,813.7760000000001,112.96090000000001,40,0.15,2019,11,4,25,0,329,48,1769.002,2136.6910000000003,990.6870000000001
2019-11-26,1036.91,105.10880000000002,47,0.13846153846153847,2019,11,4,26,1,330,48,813.7760000000001,1147.4360000000001,801.6991428571429
2019-11-27,203.66,41.296,7,0.0,2019,11,4,27,2,331,48,1036.91,73.62,785.9097142857144
2019-11-28,1281.98,212.2432,50,0.029166666666666664,2019,11,4,28,3,332,48,203.66,620.5219999999999,804.486857142857
2019-11-29,73.124,32.6872,11,0.1,2019,11,4,29,4,333,48,1281.98,428.178,898.9808571428572
2019-11-30,219.154,11.828999999999997,24,0.275,2019,11,4,30,5,334,48,73.124,759.36,848.2588571428571
2019-12-01,572.784,162.50799999999998,27,0.07500000000000001,2019,12,4,1,6,335,48,219.154,1769.002,771.0865714285713
2019-12-02,887.8879999999999,221.8649,59,0.2,2019,12,4,2,0,336,49,572.784,813.7760000000001,600.1982857142857
2019-12-03,505.88,146.8304,8,0.0,2019,12,4,3,1,337,49,887.8879999999999,1036.91,610.7857142857143
2019-12-04,129.98,62.3904,2,0.0,2019,12,4,4,2,338,49,505.88,203.66,534.9242857142857
2019-12-05,1850.618,313.7384,61,0.19333333333333333,2019,12,4,5,3,339,49,129.98,1281.98,524.3985714285715
2019-12-06,709.648,-346.96479999999997,29,0.45999999999999996,2019,12,4,6,4,340,49,1850.618,73.124,605.6325714285714
2019-12-07,548.4,201.78320000000002,17,0.0,2019,12,4,7,5,341,49,709.648,219.154,696.5645714285714
2019-12-08,491.2,80.6333,48,0.19166666666666665,2019,12,4,8,6,342,49,548.4,572.784,743.5997142857143
2019-12-09,442.676,-0.2458999999999989,24,0.2571428571428572,2019,12,4,9,0,343,50,491.2,887.8879999999999,731.9448571428571
2019-12-10,573.336,101.14259999999999,20,0.08,2019,12,4,10,1,344,50,442.676,505.88,668.3431428571429
2019-12-12,562.8685,-303.09360000000004,18,0.16428571428571428,2019,12,4,12,3,346,50,573.336,129.98,677.9797142857143
2019-12-13,293.152,8.731399999999997,18,0.2833333333333333,2019,12,4,13,4,347,50,562.8685,1850.618,739.8209285714286
2019-12-14,641.698,-19.4657,19,0.37500000000000006,2019,12,4,14,5,348,50,293.152,709.648,517.3257857142856
2019-12-15,501.18600000000004,-122.92399999999999,14,0.275,2019,12,4,15,6,349,50,641.698,548.4,507.61864285714285
2019-12-16,1349.267,173.5068,45,0.225,2019,12,4,16,0,350,51,501.18600000000004,491.2,500.8737857142857
2019-12-17,45.534,7.1924,7,0.35,2019,12,4,17,1,351,51,1349.267,442.676,623.4547857142858
2019-12-19,1033.1,120.1945,34,0.16999999999999998,2019,12,4,19,3,353,51,45.534,573.336,566.7202142857143
2019-12-20,2951.11,491.8641,68,0.15714285714285717,2019,12,4,20,4,354,51,1033.1,562.8685,632.4007857142858
2019-12-21,35.519999999999996,-6.6432,8,0.35,2019,12,4,21,5,355,51,2951.11,293.152,973.5781428571429
2019-12-22,798.9680000000001,183.12109999999998,32,0.23333333333333336,2019,12,4,22,6,356,51,35.519999999999996,641.698,936.7735714285715
2019-12-23,942.108,67.3794,29,0.17777777777777778,2019,12,4,23,0,357,52,798.9680000000001,501.18600000000004,959.2407142857144
2019-12-24,1131.826,213.1595,29,0.08,2019,12,4,24,1,358,52,942.108,1349.267,1022.2295714285714
2019-12-26,1440.856,4.981999999999996,52,0.2357142857142857,2019,12,4,26,3,360,52,1131.826,45.534,991.1665714285715
2019-12-27,1252.41,196.00109999999998,45,0.17142857142857143,2019,12,4,27,4,361,52,1440.856,1033.1,1190.4982857142859
2019-12-28,292.046,88.6006,13,0.06666666666666667,2019,12,4,28,5,362,52,1252.41,2951.11,1221.8282857142858
2019-12-29,1304.144,280.0275,61,0.14666666666666667,2019,12,4,29,6,363,52,292.046,35.519999999999996,841.9619999999999
2019-12-30,1096.902,57.4847,35,0.23636363636363636,2019,12,4,30,0,364,1,1304.144,798.9680000000001,1023.1940000000001
2019-12-31,1386.102,353.7251,46,0.03636363636363637,2019,12,4,31,1,365,1,1096.902,942.108,1065.756
2020-01-02,744.096,-211.1484,20,0.18571428571428572,2020,1,1,2,3,2,1,1386.102,1131.826,1129.1837142857144
2020-01-03,415.82399999999996,89.0826,10,0.20000000000000004,2020,1,1,3,4,3,1,744.096,1440.856,1073.7937142857143
2020-01-04,264.46,104.67240000000001,22,0.0,2020,1,1,4,5,4,1,415.82399999999996,1252.41,927.3605714285715
2020-01-05,295.272,62.5086,20,0.10000000000000002,2020,1,1,5,6,5,1,264.46,292.046,786.2248571428571
2020-01-06,31.538,7.8934,7,0.44999999999999996,2020,1,1,6,0,6,2,295.272,1304.144,786.6857142857143
2020-01-09,364.07,131.0797,13,0.0,2020,1,1,9,3,9,2,31.538,1096.902,604.8848571428572
2020-01-12,854.614,62.80479999999999,16,0.26666666666666666,2020,1,1,12,6,12,2,364.07,1386.102,500.19457142857146
2020-01-13,622.278,160.3086,18,0.05,2020,1,1,13,0,13,3,854.614,744.096,424.2677142857143
2020-01-17,350.384,-300.0494,17,0.26666666666666666,2020,1,1,17,4,17,3,622.278,415.82399999999996,406.8651428571429
2020-01-19,301.742,-21.712200000000003,5,0.3,2020,1,1,19,6,19,3,350.384,264.46,397.5165714285714
2020-01-23,43.66,20.8106,5,0.0,2020,1,1,23,3,23,4,301.742,295.272,402.84257142857143
2020-01-24,13.12,2.132,5,0.2,2020,1,1,24,4,24,4,43.66,31.538,366.898
2020-01-26,182.72,84.0512,8,0.0,2020,1,1,26,6,26,4,13.12,364.07,364.2668571428572
2020-01-27,769.332,-191.64319999999998,7,0.3666666666666667,2020,1,1,27,0,27,5,182.72,854.614,338.3597142857143
2020-01-30,241.66400000000002,86.856,13,0.1,2020,1,1,30,3,30,5,769.332,622.278,326.17657142857144
2020-01-31,99.26,38.9066,7,0.0,2020,1,1,31,4,31,5,241.66400000000002,350.384,271.80314285714286
2020-02-03,492.836,157.4118,22,0.05000000000000001,2020,2,1,3,0,34,6,99.26,301.742,235.92828571428572
2020-02-06,492.97200000000004,101.43099999999998,22,0.14285714285714285,2020,2,1,6,3,37,6,492.836,43.66,263.22742857142856
2020-02-07,324.10999999999996,152.5909,7,0.0,2020,2,1,7,4,38,6,492.97200000000004,13.12,327.41485714285716
2020-02-08,129.09199999999998,-19.1734,8,0.1,2020,2,1,8,5,39,6,324.10999999999996,182.72,371.84200000000004
2020-02-09,785.552,102.3764,19,0.27999999999999997,2020,2,1,9,6,40,6,129.09199999999998,769.332,364.1808571428572
2020-02-10,77.24,7.724,5,0.2,2020,2,1,10,0,41,7,785.552,241.66400000000002,366.498
2020-02-14,453.972,-83.25810000000001,22,0.39999999999999997,2020,2,1,14,4,45,7,77.24,99.26,343.00885714285715
2020-02-15,360.96,124.3336,23,0.06666666666666667,2020,2,1,15,5,46,7,453.972,492.836,393.6820000000001
2020-02-16,160.43,74.6845,16,0.0,2020,2,1,16,6,47,7,360.96,492.97200000000004,374.8425714285714
2020-02-18,105.844,31.6342,6,0.06666666666666667,2020,2,1,18,1,49,8,160.43,324.10999999999996,327.33657142857146
2020-02-20,316.78000000000003,77.56439999999999,8,0.0,2020,2,1,20,3,51,8,105.844,129.09199999999998,296.1557142857143
2020-02-21,49.12,23.0864,4,0.0,2020,2,1,21,4,52,8,316.78000000000003,785.552,322.96828571428574
2020-02-22,79.36,20.6336,4,0.0,2020,2,1,22,5,53,8,49.12,77.24,217.7637142857143
2020-02-23,37.775999999999996,10.5336,8,0.1,2020,2,1,23,6,54,8,79.36,453.972,218.06657142857142
2020-02-25,25.869999999999997,11.736,5,0.0,2020,2,1,25,1,56,9,37.775999999999996,360.96,158.60999999999999
2020-02-27,620.351,-28.3477,18,0.3,2020,2,1,27,3,58,9,25.869999999999997,160.43,110.74
2020-02-28,551.264,15.566400000000002,10,0.2,2020,2,1,28,4,59,9,620.351,105.844,176.443
2020-02-29,414.17600000000004,48.83579999999999,17,0.16666666666666666,2020,2,1,29,5,60,9,551.264,316.78000000000003,240.07442857142857
2020-03-01,112.03999999999999,53.581599999999995,7,0.0,2020,3,1,1,6,61,9,414.17600000000004,49.12,253.98814285714283
2020-03-04,1405.867,-485.50300000000004,53,0.31333333333333335,2020,3,1,4,2,64,10,112.03999999999999,79.36,262.9767142857143
2020-03-05,435.26,95.7572,7,0.0,2020,3,1,5,3,65,10,1405.867,37.775999999999996,452.4777142857143
2020-03-06,219.57,100.904,7,0.0,2020,3,1,6,4,66,10,435.26,25.869999999999997,509.26114285714294
2020-03-07,419.476,82.2318,14,0.2,2020,3,1,7,5,67,10,219.57,620.351,536.9325714285714
2020-03-08,478.008,53.9619,10,0.20000000000000004,2020,3,1,8,6,68,10,419.476,551.264,508.2361428571429
2020-03-09,90.93199999999999,23.2592,8,0.4,2020,3,1,9,0,69,11,478.008,414.17600000000004,497.771
2020-03-11,51.016000000000005,9.998,12,0.2,2020,3,1,11,2,71,11,90.93199999999999,112.03999999999999,451.59328571428574
2020-03-12,469.72,131.5216,10,0.0,2020,3,1,12,3,72,11,51.016000000000005,1405.867,442.8755714285715
2020-03-13,35.96,16.9304,7,0.0,2020,3,1,13,4,73,11,469.72,435.26,309.1402857142857
2020-03-14,16.776,1.6776,3,0.2,2020,3,1,14,5,74,11,35.96,219.57,252.09742857142857
2020-03-15,875.26,330.5559,22,0.0,2020,3,1,15,6,75,11,16.776,419.476,223.12685714285718
2020-03-16,48.84,11.834999999999999,3,0.0,2020,3,1,16,0,76,12,875.26,478.008,288.23885714285717
2020-03-18,1255.3696,152.3795,35,0.10181818181818182,2020,3,1,18,2,78,12,48.84,90.93199999999999,226.92914285714286
2020-03-19,460.258,132.1362,32,0.17500000000000002,2020,3,1,19,3,79,12,1255.3696,51.016000000000005,393.2773714285714
2020-03-20,308.29900000000004,86.1769,17,0.44999999999999996,2020,3,1,20,4,80,12,460.258,469.72,451.74051428571426
2020-03-21,993.4480000000001,84.80110000000002,40,0.2,2020,3,1,21,5,81,12,308.29900000000004,35.96,428.68037142857145
2020-03-22,633.302,181.08280000000002,28,0.049999999999999996,2020,3,1,22,6,82,12,993.4480000000001,16.776,565.4643714285714
2020-03-23,412.95,-22.2494,10,0.16666666666666666,2020,3,1,23,0,83,13,633.302,875.26,653.5395142857143
2020-03-25,144.26999999999998,44.1864,15,0.15000000000000002,2020,3,1,25,2,85,13,412.95,48.84,587.4952285714287
2020-03-26,83.7,3.348,5,0.0,2020,3,1,26,3,86,13,144.26999999999998,1255.3696,601.1280857142857
2020-03-27,243.344,59.3424,13,0.08,2020,3,1,27,4,87,13,83.7,460.258,433.74671428571435
2020-03-28,392.15999999999997,165.6213,25,0.0,2020,3,1,28,5,88,13,243.344,308.29900000000004,402.759
2020-03-29,571.224,-87.9252,14,0.2333333333333333,2020,3,1,29,6,89,13,392.15999999999997,993.4480000000001,414.7391428571429
2020-03-30,200.716,55.8143,11,0.3333333333333333,2020,3,1,30,0,90,14,571.224,633.302,354.4214285714285
2020-04-01,299.22,-35.82450000000001,23,0.39999999999999997,2020,4,2,1,2,92,14,200.716,412.95,292.6234285714286
2020-04-03,240.542,67.1375,16,0.05714285714285715,2020,4,2,3,4,94,14,299.22,144.26999999999998,276.3762857142857
2020-04-04,970.89,-285.78729999999996,45,0.32999999999999996,2020,4,2,4,5,95,14,240.542,83.7,290.1294285714286
2020-04-05,140.004,-0.17039999999999722,25,0.39999999999999997,2020,4,2,5,6,96,14,970.89,243.344,416.8708571428571
2020-04-06,907.436,-1113.9491,23,0.24,2020,4,2,6,0,97,15,140.004,392.15999999999997,402.108
2020-04-08,757.992,133.5327,9,0.06666666666666667,2020,4,2,8,2,99,15,907.436,571.224,475.7188571428572
2020-04-09,169.542,48.6963,9,0.06666666666666667,2020,4,2,9,3,100,15,757.992,200.716,502.40000000000003
2020-04-10,688.378,207.99779999999998,16,0.06666666666666667,2020,4,2,10,4,101,15,169.542,299.22,497.9465714285715
2020-04-11,40.74,0.4074,3,0.0,2020,4,2,11,5,102,15,688.378,240.542,553.5405714285714
2020-04-12,1871.8660000000002,172.2932,33,0.13076923076923078,2020,4,2,12,6,103,15,40.74,970.89,524.9974285714286
2020-04-13,35.208,2.6406,1,0.2,2020,4,2,13,0,104,16,1871.8660000000002,140.004,653.7082857142858
2020-04-15,432.24399999999997,-63.5222,32,0.24,2020,4,2,15,2,106,16,35.208,907.436,638.7374285714286
2020-04-16,513.496,198.0939,24,0.03333333333333333,2020,4,2,16,3,107,16,432.24399999999997,757.992,570.8528571428571
2020-04-17,1059.79,205.3786,50,0.1823529411764706,2020,4,2,17,4,108,16,513.496,169.542,535.9248571428571
2020-04-18,329.96,-564.9804,6,0.8,2020,4,2,18,5,109,16,1059.79,688.378,663.1031428571429
2020-04-19,599.346,209.45069999999998,10,0.05,2020,4,2,19,6,110,16,329.96,40.74,611.9005714285714
2020-04-20,893.09,228.89280000000002,13,0.0,2020,4,2,20,0,111,17,599.346,1871.8660000000002,691.7014285714286
2020-04-21,152.916,24.444300000000002,6,0.1,2020,4,2,21,1,112,17,893.09,35.208,551.8762857142858
2020-04-23,25.99,7.5371,1,0.0,2020,4,2,23,3,114,17,152.916,432.24399999999997,568.6917142857143
2020-04-24,920.9459999999999,118.58120000000001,23,0.09999999999999999,2020,4,2,24,4,115,17,25.99,513.496,510.6554285714286
2020-04-25,1258.1695,-20.50840000000001,19,0.21666666666666667,2020,4,2,25,5,116,17,920.9459999999999,1059.79,568.8625714285714
2020-04-26,72.14,12.8656,10,0.13333333333333333,2020,4,2,26,6,117,17,1258.1695,329.96,597.2025
2020-04-27,231.392,4.972100000000001,11,0.475,2020,4,2,27,0,118,18,72.14,599.346,560.3710714285714
2020-04-28,7.968,2.8884,2,0.2,2020,4,2,28,1,119,18,231.392,893.09,507.8062142857143
2020-04-29,548.725,85.4114,35,0.0625,2020,4,2,29,2,120,18,7.968,152.916,381.3602142857143
2020-04-30,450.94,66.2234,21,0.14285714285714285,2020,4,2,30,3,121,18,548.725,25.99,437.9043571428571
2020-05-01,167.232,16.8468,6,0.2,2020,5,2,1,4,122,18,450.94,920.9459999999999,498.6115
2020-05-02,688.764,185.0999,33,0.16363636363636364,2020,5,2,2,5,123,18,167.232,1258.1695,390.9380714285714
2020-05-03,175.018,39.209199999999996,16,0.19999999999999998,2020,5,2,3,6,124,18,688.764,72.14,309.5944285714286
2020-05-06,305.622,-4.981000000000002,8,0.16666666666666666,2020,5,2,6,2,127,19,175.018,231.392,324.2912857142857
2020-05-07,1182.0240000000001,227.0034,29,0.05,2020,5,2,7,3,128,19,305.622,7.968,334.8955714285715
2020-05-08,48.81,23.9169,3,0.0,2020,5,2,8,4,129,19,1182.0240000000001,548.725,502.6178571428572
2020-05-09,154.442,-190.8586,11,0.4000000000000001,2020,5,2,9,5,130,19,48.81,450.94,431.20142857142855
2020-05-10,191.968,16.7972,7,0.2,2020,5,2,10,6,131,19,154.442,167.232,388.8445714285714
2020-05-11,441.198,77.94930000000001,28,0.17142857142857143,2020,5,2,11,0,132,20,191.968,688.764,392.37828571428565
2020-05-12,238.384,22.278799999999997,6,0.2,2020,5,2,12,1,133,20,441.198,175.018,357.01171428571433
2020-05-13,790.97,141.7347,34,0.2888888888888889,2020,5,2,13,2,134,20,238.384,305.622,366.064
2020-05-14,69.908,-1.6029999999999998,5,0.1,2020,5,2,14,3,135,20,790.97,1182.0240000000001,435.39942857142853
2020-05-15,255.968,31.996,4,0.2,2020,5,2,15,4,136,20,69.908,48.81,276.5257142857143
2020-05-16,134.468,-13.745200000000006,22,0.25,2020,5,2,16,5,137,20,255.968,154.442,306.11971428571434
2020-05-17,10.86,5.3214,2,0.0,2020,5,2,17,6,138,20,134.468,191.968,303.26628571428574
2020-05-19,169.54399999999998,15.479199999999999,8,0.44999999999999996,2020,5,2,19,1,140,21,10.86,441.198,277.3937142857143
2020-05-20,72.332,-62.22239999999999,14,0.5666666666666667,2020,5,2,20,2,141,21,169.54399999999998,238.384,238.58599999999998
2020-05-21,113.05000000000001,33.1408,9,0.0,2020,5,2,21,3,142,21,72.332,790.97,214.86428571428573
2020-05-22,454.456,122.1272,26,0.18,2020,5,2,22,4,143,21,113.05000000000001,69.908,118.0185714285714
2020-05-23,7.656,-13.0152,6,0.8,2020,5,2,23,5,144,21,454.456,255.968,172.95399999999998
2020-05-24,893.69,181.26149999999998,23,0.1142857142857143,2020,5,2,24,6,145,21,7.656,134.468,137.48085714285713
2020-05-25,982.5640000000001,9.36,23,0.225,2020,5,2,25,0,146,22,893.69,10.86,245.9411428571429
2020-05-27,258.736,83.4564,27,0.025,2020,5,2,27,2,148,22,982.5640000000001,169.54399999999998,384.756
2020-05-28,664.2719999999999,25.5669,28,0.15714285714285717,2020,5,2,28,3,149,22,258.736,72.332,397.4977142857143
2020-05-29,681.1,87.6252,12,0.0,2020,5,2,29,4,150,22,664.2719999999999,113.05000000000001,482.06057142857145
2020-05-30,1203.438,317.868,61,0.13333333333333333,2020,5,2,30,5,151,22,681.1,454.456,563.2105714285715
2020-05-31,834.1980000000001,300.47860000000003,37,0.14285714285714285,2020,5,2,31,6,152,22,1203.438,7.656,670.208
2020-06-03,202.34,68.8204,13,0.0,2020,6,2,3,2,155,23,834.1980000000001,893.69,788.2854285714286
2020-06-04,10.56,4.752,2,0.0,2020,6,2,4,3,156,23,202.34,982.5640000000001,689.521142857143
2020-06-06,59.768,0.4979999999999998,17,0.325,2020,6,2,6,5,158,23,10.56,258.736,550.6634285714287
2020-06-07,566.152,-289.88739999999996,36,0.3375,2020,6,2,7,6,159,23,59.768,664.2719999999999,522.2394285714287
2020-06-08,797.116,86.0064,25,0.2571428571428571,2020,6,2,8,0,160,24,566.152,681.1,508.22228571428576
2020-06-10,649.212,49.062599999999996,36,0.2,2020,6,2,10,2,162,24,797.116,1203.438,524.796
2020-06-11,174.476,27.745800000000003,15,0.12000000000000002,2020,6,2,11,3,163,24,649.212,834.1980000000001,445.6208571428571
2020-06-12,228.928,80.7046,25,0.044444444444444446,2020,6,2,12,4,164,24,174.476,202.34,351.3748571428572
2020-06-13,51.072,5.1072,6,0.2,2020,6,2,13,5,165,24,228.928,10.56,355.17314285714286
2020-06-14,734.144,-20.144299999999994,18,0.20000000000000004,2020,6,2,14,6,166,24,51.072,59.768,360.9605714285714
2020-06-15,393.528,29.501599999999996,12,0.18,2020,6,2,15,0,167,25,734.144,566.152,457.30000000000007
2020-06-17,1239.951,287.8644,42,0.22307692307692306,2020,6,2,17,2,169,25,393.528,797.116,432.6394285714286
2020-06-18,446.346,101.6172,15,0.20000000000000004,2020,6,2,18,3,170,25,1239.951,649.212,495.90157142857146
2020-06-19,829.544,255.459,18,0.15000000000000002,2020,6,2,19,4,171,25,446.346,174.476,466.9207142857143
2020-06-20,107.976,37.7916,3,0.2,2020,6,2,20,5,172,25,829.544,228.928,560.5018571428571
2020-06-21,4.96,2.3312,4,0.0,2020,6,2,21,6,173,25,107.976,51.072,543.2230000000001
2020-06-22,836.958,154.5192,19,0.08571428571428573,2020,6,2,22,0,174,26,4.96,734.144,536.6355714285714
2020-06-24,857.08,88.38629999999999,37,0.24,2020,6,2,24,2,176,26,836.958,393.528,551.3232857142858
2020-06-25,620.316,198.6662,27,0.03333333333333333,2020,6,2,25,3,177,26,857.08,1239.951,617.5450000000001
2020-06-27,764.706,-272.0348,18,0.18,2020,6,2,27,5,179,26,620.316,446.346,529.0257142857143
2020-06-28,432.926,87.1955,8,0.07500000000000001,2020,6,2,28,6,180,26,764.706,829.544,574.5057142857142
2020-07-01,1631.902,-50.82449999999999,46,0.2846153846153846,2020,7,3,1,2,183,27,432.926,107.976,517.846
2020-07-02,823.982,179.01670000000001,17,0.12000000000000002,2020,7,3,2,3,184,27,1631.902,4.96,735.5497142857142
2020-07-03,38.328,11.9148,5,0.1,2020,7,3,3,4,185,27,823.982,836.958,852.5528571428571
2020-07-04,121.646,8.6351,23,0.24285714285714285,2020,7,3,4,5,186,27,38.328,857.08,738.4628571428573
2020-07-05,778.1619999999999,119.334,19,0.03333333333333333,2020,7,3,5,6,187,27,121.646,620.316,633.400857142857
2020-07-07,21.12,6.6,5,0.2,2020,7,3,7,1,189,28,778.1619999999999,764.706,655.9502857142858
2020-07-08,1587.114,416.8136,54,0.1,2020,7,3,8,2,190,28,21.12,432.926,549.7237142857143
2020-07-09,43.286,10.73,5,0.44999999999999996,2020,7,3,9,3,191,28,1587.114,1631.902,714.6077142857142
2020-07-10,1225.952,75.3097,50,0.27999999999999997,2020,7,3,10,4,192,28,43.286,823.982,487.6625714285714
2020-07-11,855.855,37.509499999999996,21,0.3833333333333333,2020,7,3,11,5,193,28,1225.952,38.328,545.0868571428572
2020-07-12,102.21600000000001,-38.884799999999984,16,0.25,2020,7,3,12,6,194,28,855.855,121.646,661.8764285714286
2020-07-13,860.9159999999999,-200.0,15,0.325,2020,7,3,13,0,195,29,102.21600000000001,778.1619999999999,659.1007142857143
2020-07-15,380.63,151.9648,17,0.0,2020,7,3,15,2,197,29,860.9159999999999,21.12,670.9227142857143
2020-07-16,448.082,-2.536199999999999,14,0.1875,2020,7,3,16,3,198,29,380.63,1587.114,722.2812857142857
2020-07-17,152.458,41.676700000000004,6,0.05,2020,7,3,17,4,199,29,448.082,43.286,559.5624285714287
2020-07-18,2.025,-1.35,1,0.7,2020,7,3,18,5,200,29,152.458,1225.952,575.1584285714287
2020-07-19,948.538,37.36419999999999,31,0.1625,2020,7,3,19,6,201,29,2.025,855.855,400.31171428571423
2020-07-22,208.272,74.601,9,0.06666666666666667,2020,7,3,22,2,204,30,948.538,102.21600000000001,413.5521428571428
2020-07-23,525.95,174.0094,32,0.0,2020,7,3,23,3,205,30,208.272,860.9159999999999,428.703
2020-07-24,504.59599999999995,76.9032,19,0.13999999999999999,2020,7,3,24,4,206,30,525.95,380.63,380.8507142857143
2020-07-25,969.225,-71.34029999999998,24,0.18571428571428572,2020,7,3,25,5,207,30,504.59599999999995,448.082,398.5601428571428
2020-07-26,29.97,0.2997,3,0.0,2020,7,3,26,6,208,30,969.225,152.458,473.0091428571428
2020-07-29,443.802,143.9366,23,0.08,2020,7,3,29,2,211,31,29.97,2.025,455.5108571428571
2020-07-30,311.73,130.5762,12,0.0,2020,7,3,30,3,212,31,443.802,948.538,518.6218571428572
2020-07-31,6.72,3.36,4,0.0,2020,7,3,31,4,213,31,311.73,208.272,427.6492857142857
2020-08-01,732.078,-79.04049999999998,14,0.11666666666666665,2020,8,3,1,5,214,31,6.72,525.95,398.8561428571429
2020-08-04,72.65,-19.77,16,0.45,2020,8,3,4,1,217,32,732.078,504.59599999999995,428.303
2020-08-05,494.86920000000003,-81.3505,16,0.34400000000000003,2020,8,3,5,2,218,32,72.65,969.225,366.5964285714286
2020-08-06,968.206,245.8333,35,0.07500000000000001,2020,8,3,6,3,219,32,494.86920000000003,29.97,298.83131428571426
2020-08-07,840.102,300.0444,17,0.08571428571428573,2020,8,3,7,4,220,32,968.206,443.802,432.8650285714286
2020-08-08,1371.0240000000001,145.5495,38,0.04615384615384616,2020,8,3,8,5,221,32,840.102,311.73,489.4793142857143
2020-08-09,851.4739999999999,85.2067,28,0.08571428571428573,2020,8,3,9,6,222,32,1371.0240000000001,6.72,640.8070285714285
2020-08-10,196.11200000000002,49.7245,7,0.06666666666666667,2020,8,3,10,0,223,33,851.4739999999999,732.078,761.4861714285714
2020-08-12,586.896,55.8385,25,0.06666666666666667,2020,8,3,12,2,225,33,196.11200000000002,72.65,684.9196000000001
2020-08-14,497.59000000000003,108.5013,12,0.0,2020,8,3,14,4,227,33,586.896,494.86920000000003,758.3833142857142
2020-08-15,979.1800000000001,-97.26179999999998,37,0.3181818181818182,2020,8,3,15,5,228,33,497.59000000000003,968.206,758.7719999999999
2020-08-16,381.64,0.4823999999999975,25,0.16,2020,8,3,16,6,229,33,979.1800000000001,840.102,760.3397142857142
2020-08-20,435.584,-13.96739999999999,37,0.18333333333333332,2020,8,3,20,3,233,34,381.64,1371.0240000000001,694.8451428571428
2020-08-21,66.632,23.8856,10,0.1,2020,8,3,21,4,234,34,435.584,851.4739999999999,561.2108571428572
2020-08-22,659.338,207.4541,43,0.14,2020,8,3,22,5,235,34,66.632,196.11200000000002,449.0905714285715
2020-08-23,884.5079999999999,10.922600000000003,26,0.24444444444444446,2020,8,3,23,6,236,34,659.338,586.896,515.2657142857144
2020-08-24,178.52599999999998,7.654400000000001,13,0.44000000000000006,2020,8,3,24,0,237,35,884.5079999999999,497.59000000000003,557.7817142857142
2020-08-26,639.9739999999999,156.9759,13,0.04,2020,8,3,26,2,239,35,178.52599999999998,979.1800000000001,512.2011428571428
